概率,半径 [mm],直径 [mm],中间 x [体素],中间 y [体素],中间 z [体素],体积 [mm³],体素,表面 [mm²],分类,间隙 [mm],紧密度,球度,位置 x [体素],位置 y [体素],位置 z [体素],投影尺寸 x [mm],投影尺寸 y [mm],投影尺寸 z [mm],主分量分析（PCA）偏差 1 [mm],主分量分析（PCA）偏差 2 [mm],主分量分析（PCA）偏差 3 [mm],PCA 最大偏差比例 [%],PCA 最小偏差比例 [%],最小灰度值,最大灰度值,平均灰度值,灰度值偏差,标签,最小厚度 [mm],最大厚度 [mm],平均厚度 [mm],相对直径,切面 [mm²],最小边距离（内部） [mm],最小边距离（外部） [mm],最大边距离（剪切） [mm],投影区域（yz 平面） [mm²],投影区域（xz 平面） [mm²],投影区域（xy 平面） [mm²],说明,图像,聚焦图像,捕获,公差状态
0.08,0.203,0.405,569,636,79,0.02,10,0.51,,-35.555,0.49,0.62,569,636,79,0.477,0.358,0.358,0.085,0.081,0.067,41.789,33.291,27842,28244,28036,112,6864,,,,,,,,,0.09,0.13,0.09,,关,关,0,无公差
0.08,0.223,0.446,334,767,62,0.03,15,0.57,,-11.022,0.55,0.74,334,767,63,0.477,0.358,0.238,0.102,0.089,0.066,45.609,29.521,27836,28202,28019,112,9575,,,,,,,,,0.09,0.11,0.16,,关,关,0,无公差
0.08,0.321,0.642,297,384,80,0.04,22,0.82,,-0.016,0.27,0.65,297,384,82,0.477,0.477,0.477,0.143,0.098,0.069,44.637,21.437,27757,28220,28026,112,2211,,,,,,,,,0.14,0.20,0.16,,关,关,0,无公差
0.08,0.448,0.897,535,1007,68,0.06,35,1.39,,-6.758,0.16,0.53,534,1009,67,0.715,0.715,0.715,0.215,0.117,0.075,47.854,16.833,27750,28217,28090,112,5595,,,,,,,,,0.24,0.27,0.21,,关,关,0,无公差
0.08,0.203,0.405,944,337,417,0.02,9,0.45,,0.045,0.44,0.65,944,337,417,0.238,0.358,0.358,0.093,0.078,0.055,45.958,27.103,27878,28204,28072,112,2103,,,,,,,,,0.09,0.07,0.07,,关,关,0,无公差
0.08,0.680,1.360,429,733,71,0.14,82,2.62,,-23.296,0.11,0.50,427,732,67,0.954,0.477,1.312,0.372,0.172,0.092,54.700,13.498,27274,28242,27949,246,8959,,,,,,,,,0.43,0.53,0.34,,关,关,0,无公差
0.08,0.253,0.506,380,657,69,0.03,18,0.65,,-17.360,0.45,0.72,381,656,69,0.477,0.238,0.358,0.120,0.089,0.067,47.286,26.352,27841,28238,28039,112,7557,,,,,,,,,0.09,0.13,0.11,,关,关,0,无公差
0.08,0.215,0.430,336,362,70,0.02,10,0.48,,0.254,0.41,0.66,336,362,70,0.477,0.238,0.358,0.102,0.073,0.061,47.263,28.420,27952,28246,28141,112,2188,,,,,,,,,0.07,0.14,0.10,,关,关,0,无公差
0.08,0.292,0.584,935,876,421,0.04,24,0.82,,-2.063,0.39,0.69,936,876,421,0.477,0.358,0.358,0.140,0.099,0.073,48.094,25.147,27832,28248,28085,112,12492,,,,,,,,,0.11,0.13,0.17,,关,关,0,无公差
0.08,0.267,0.533,1098,634,411,0.03,16,0.68,,0.494,0.34,0.64,1098,634,411,0.477,0.358,0.358,0.117,0.086,0.069,43.745,25.918,27762,28213,28012,112,7349,,,,,,,,,0.10,0.14,0.10,,关,关,0,无公差
0.08,0.621,1.242,472,506,83,0.20,116,3.13,,-17.672,0.20,0.52,471,508,82,1.192,0.954,0.596,0.295,0.185,0.120,47.541,19.289,27073,28240,27958,247,4303,,,,,,,,,0.38,0.50,0.58,,关,关,0,无公差
0.08,0.277,0.553,956,478,390,0.02,11,0.57,,0.823,0.21,0.60,956,479,390,0.477,0.358,0.477,0.140,0.068,0.062,50.652,22.337,27857,28245,28100,112,3972,,,,,,,,,0.10,0.14,0.09,,关,关,0,无公差
0.08,0.404,0.809,851,778,419,0.05,29,1.17,,-16.532,0.18,0.56,853,778,419,0.715,0.715,0.477,0.175,0.111,0.080,43.325,19.777,27869,28250,28122,112,10165,,,,,,,,,0.21,0.18,0.21,,关,关,0,无公差
0.08,0.223,0.446,793,576,409,0.02,9,0.48,,-16.787,0.33,0.62,793,575,409,0.477,0.238,0.358,0.112,0.088,0.046,50.169,20.438,27912,28248,28130,112,5970,,,,,,,,,0.06,0.14,0.09,,关,关,0,无公差
0.08,0.327,0.653,490,741,64,0.03,18,0.77,,-29.079,0.21,0.62,490,742,62,0.477,0.358,0.596,0.151,0.089,0.063,46.231,19.258,27855,28169,28048,112,8926,,,,,,,,,0.14,0.16,0.11,,关,关,0,无公差
0.08,0.434,0.868,332,366,62,0.05,27,1.08,,0.498,0.13,0.57,332,366,62,0.715,0.596,0.238,0.220,0.082,0.064,50.636,14.649,27917,28229,28076,111,2156,,,,,,,,,0.14,0.16,0.24,,关,关,0,无公差
0.08,0.223,0.446,934,486,417,0.01,7,0.40,,0.390,0.26,0.63,934,486,417,0.477,0.238,0.358,0.123,0.063,0.046,55.233,20.465,27872,28219,28080,118,4151,,,,,,,,,0.06,0.10,0.07,,关,关,0,无公差
0.08,0.300,0.600,687,763,422,0.04,26,1.00,,-31.625,0.39,0.61,687,764,423,0.477,0.477,0.477,0.120,0.111,0.093,40.028,31.087,27788,28248,28035,111,10180,,,,,,,,,0.14,0.17,0.18,,关,关,0,无公差
0.08,0.203,0.405,606,619,413,0.02,9,0.45,,-22.933,0.44,0.65,606,620,413,0.238,0.358,0.358,0.085,0.085,0.057,42.087,28.234,27868,28228,28050,111,7368,,,,,,,,,0.10,0.06,0.07,,关,关,0,无公差
0.08,0.298,0.596,272,347,62,0.02,11,0.54,,0.533,0.17,0.63,272,347,62,0.715,0.358,0.119,0.138,0.093,0.030,46.221,10.000,27930,28230,28087,111,1744,,,,,,,,,0.04,0.09,0.17,,关,关,0,无公差
0.08,0.304,0.608,622,636,422,0.03,19,0.77,,-25.846,0.27,0.64,622,637,423,0.477,0.358,0.477,0.155,0.079,0.067,51.077,22.053,27867,28247,28132,111,7431,,,,,,,,,0.14,0.13,0.11,,关,关,0,无公差
0.08,0.229,0.458,1051,566,415,0.03,17,0.68,,-0.135,0.57,0.67,1051,566,415,0.477,0.298,0.358,0.108,0.090,0.072,47.071,31.624,27766,28221,28085,111,6011,,,,,,,,,0.11,0.16,0.12,,关,关,0,无公差
0.08,0.215,0.430,406,957,415,0.02,13,0.60,,-1.361,0.53,0.64,406,957,415,0.477,0.358,0.358,0.098,0.078,0.073,45.670,33.749,27825,28215,28041,111,3426,,,,,,,,,0.10,0.13,0.13,,关,关,0,无公差
0.08,0.446,0.892,1034,488,422,0.06,36,1.34,,0.600,0.16,0.56,1036,488,421,0.715,0.596,0.596,0.196,0.122,0.076,43.845,17.115,27872,28249,28123,111,4736,,,,,,,,,0.21,0.24,0.21,,关,关,0,无公差
0.08,0.690,1.380,877,1088,421,0.22,127,3.36,,0.445,0.16,0.52,878,1086,423,1.192,0.954,0.835,0.332,0.171,0.125,48.047,18.045,27029,28249,27833,322,9858,,,,,,,,,0.43,0.53,0.70,,关,关,0,无公差
0.08,0.310,0.620,393,629,98,0.04,21,0.82,,-18.658,0.29,0.63,393,629,98,0.715,0.358,0.358,0.137,0.091,0.079,44.076,25.612,27860,28245,28148,111,6923,,,,,,,,,0.10,0.14,0.23,,关,关,0,无公差
0.08,0.203,0.406,536,509,76,0.01,8,0.43,,-20.900,0.39,0.64,536,509,76,0.238,0.358,0.358,0.102,0.062,0.060,50.417,29.677,27900,28169,28022,114,4288,,,,,,,,,0.07,0.07,0.07,,关,关,0,无公差
0.08,0.261,0.521,520,647,68,0.03,15,0.68,,-31.986,0.34,0.61,520,647,68,0.477,0.358,0.477,0.109,0.096,0.069,41.916,26.592,27860,28240,28100,110,6819,,,,,,,,,0.11,0.18,0.11,,关,关,0,无公差
0.08,0.267,0.533,436,601,71,0.03,19,0.74,,-21.460,0.41,0.66,436,601,71,0.477,0.358,0.358,0.115,0.093,0.074,43.279,27.658,27889,28231,28105,110,6195,,,,,,,,,0.10,0.16,0.11,,关,关,0,无公差
0.08,0.273,0.546,742,1016,418,0.03,20,0.74,,-0.801,0.40,0.69,741,1016,418,0.477,0.358,0.358,0.121,0.086,0.081,44.334,29.687,27833,28231,28097,110,7001,,,,,,,,,0.11,0.13,0.13,,关,关,0,无公差
0.08,0.203,0.407,532,626,90,0.02,11,0.48,,-32.675,0.53,0.70,532,626,91,0.477,0.358,0.238,0.097,0.074,0.063,47.679,31.116,27755,28158,27994,110,6903,,,,,,,,,0.07,0.11,0.11,,关,关,0,无公差
0.08,0.238,0.477,1180,746,398,0.02,10,0.51,,-0.438,0.30,0.62,1179,746,398,0.477,0.238,0.358,0.102,0.089,0.053,42.768,22.057,27936,28241,28105,110,10031,,,,,,,,,0.07,0.11,0.07,,关,关,0,无公差
0.08,0.881,1.763,385,498,69,0.35,209,4.98,,-10.070,0.12,0.49,383,501,71,1.192,1.431,1.312,0.447,0.191,0.136,50.720,15.469,26329,28249,27666,442,4249,,,,,,,,,0.97,0.78,0.68,,关,关,0,无公差
0.08,0.215,0.430,1153,713,356,0.02,11,0.51,,1.739,0.45,0.66,1153,713,356,0.477,0.238,0.358,0.100,0.082,0.059,46.372,27.418,27826,28118,28034,110,8581,,,,,,,,,0.07,0.14,0.09,,关,关,0,无公差
0.08,0.273,0.546,833,642,422,0.03,17,0.65,,-18.116,0.34,0.70,834,641,423,0.477,0.358,0.238,0.122,0.091,0.062,44.512,22.832,27791,28203,28051,110,7459,,,,,,,,,0.09,0.10,0.14,,关,关,0,无公差
0.08,0.759,1.518,575,1235,78,0.07,40,1.79,,2.707,0.04,0.45,575,1235,77,1.431,0.596,0.477,0.412,0.084,0.061,54.354,8.055,27565,28224,28000,176,6489,,,,,,,,,0.18,0.30,0.45,,关,关,0,无公差
0.08,0.321,0.642,505,496,423,0.02,14,0.65,,-4.101,0.17,0.61,505,497,423,0.477,0.596,0.119,0.167,0.106,0.030,52.002,9.285,26727,28145,27685,399,4785,,,,,,,,,0.07,0.06,0.20,,关,关,0,无公差
0.08,0.203,0.406,377,795,66,0.02,9,0.45,,-14.815,0.43,0.65,377,795,66,0.238,0.358,0.358,0.094,0.075,0.055,46.142,26.938,27889,28230,28086,110,10279,,,,,,,,,0.09,0.07,0.07,,关,关,0,无公差
0.08,0.235,0.470,1067,309,249,0.03,16,0.63,,2.338,0.50,0.70,1067,309,249,0.477,0.358,0.358,0.110,0.086,0.069,46.861,29.549,27929,28218,28077,110,1555,,,,,,,,,0.11,0.11,0.11,,关,关,0,无公差
0.08,0.298,0.596,637,965,423,0.02,10,0.51,,-6.960,0.15,0.62,636,965,423,0.477,0.477,0.119,0.154,0.081,0.030,51.679,10.000,27888,28223,28098,109,3634,,,,,,,,,0.06,0.06,0.14,,关,关,0,无公差
0.08,0.246,0.492,864,272,419,0.02,12,0.57,,0.281,0.33,0.63,864,272,419,0.477,0.238,0.477,0.110,0.081,0.062,44.818,25.342,27926,28245,28103,109,1341,,,,,,,,,0.10,0.13,0.11,,关,关,0,无公差
0.07,0.395,0.791,778,506,414,0.08,45,1.39,,-10.789,0.29,0.62,778,507,414,0.477,0.477,0.715,0.176,0.120,0.085,44.471,21.545,27746,28231,28073,109,4674,,,,,,,,,0.30,0.24,0.16,,关,关,0,无公差
0.07,0.400,0.800,418,251,62,0.03,17,0.85,,-0.950,0.11,0.53,418,249,62,0.715,0.596,0.238,0.210,0.084,0.054,52.406,13.416,27959,28247,28103,109,744,,,,,,,,,0.10,0.13,0.20,,关,关,0,无公差
0.07,0.215,0.430,718,391,384,0.02,9,0.45,,1.198,0.37,0.65,718,391,384,0.477,0.358,0.238,0.106,0.071,0.054,49.372,25.057,27900,28234,28095,109,2896,,,,,,,,,0.07,0.10,0.11,,关,关,0,无公差
0.07,0.540,1.080,1026,1011,423,0.06,37,1.39,,0.414,0.10,0.55,1028,1011,423,1.192,0.477,0.238,0.237,0.115,0.062,43.894,11.490,27785,28212,28092,109,7120,,,,,,,,,0.10,0.21,0.37,,关,关,0,无公差
0.07,0.204,0.408,737,700,388,0.02,11,0.54,,-30.072,0.52,0.63,737,700,388,0.477,0.358,0.358,0.088,0.081,0.069,43.143,33.825,27897,28221,28101,109,8648,,,,,,,,,0.09,0.11,0.13,,关,关,0,无公差
0.07,0.310,0.620,887,629,409,0.03,20,0.82,,-11.670,0.27,0.61,888,629,409,0.477,0.477,0.477,0.138,0.101,0.074,44.523,23.823,27927,28242,28093,109,7327,,,,,,,,,0.16,0.13,0.13,,关,关,0,无公差
0.07,0.253,0.506,719,714,397,0.02,12,0.54,,-32.606,0.30,0.67,719,715,396,0.477,0.238,0.477,0.119,0.071,0.064,47.241,25.272,27951,28245,28126,109,9356,,,,,,,,,0.10,0.11,0.09,,关,关,0,无公差
0.07,0.269,0.538,624,747,78,0.04,21,0.85,,-36.965,0.44,0.61,624,747,78,0.477,0.358,0.477,0.116,0.100,0.076,43.110,28.198,27753,28246,27968,109,9688,,,,,,,,,0.14,0.14,0.14,,关,关,0,无公差
0.07,0.382,0.764,461,750,84,0.08,46,1.42,,-26.401,0.33,0.62,461,751,83,0.477,0.477,0.715,0.169,0.109,0.102,44.265,26.840,27837,28238,28105,109,9706,,,,,,,,,0.24,0.27,0.20,,关,关,0,无公差
0.07,0.327,0.655,398,983,71,0.05,27,0.97,,-2.583,0.31,0.64,397,983,71,0.477,0.596,0.358,0.152,0.095,0.077,46.294,23.668,27750,28220,28047,109,4026,,,,,,,,,0.17,0.14,0.17,,关,关,0,无公差
0.07,0.273,0.546,1080,879,402,0.02,12,0.60,,-1.146,0.24,0.60,1080,878,403,0.477,0.238,0.477,0.134,0.093,0.046,49.201,16.920,27932,28229,28103,109,12403,,,,,,,,,0.07,0.20,0.09,,关,关,0,无公差
0.07,0.329,0.657,972,715,418,0.05,28,1.05,,-3.567,0.32,0.60,973,715,418,0.477,0.477,0.596,0.141,0.113,0.088,42.877,26.702,27881,28202,28071,109,9476,,,,,,,,,0.17,0.21,0.14,,关,关,0,无公差
0.07,0.273,0.546,906,623,422,0.02,10,0.51,,-9.232,0.20,0.62,907,623,421,0.238,0.358,0.477,0.139,0.074,0.050,50.773,18.366,27913,28236,28071,109,7429,,,,,,,,,0.11,0.09,0.06,,关,关,0,无公差
0.07,0.260,0.521,854,1047,410,0.03,16,0.65,,0.525,0.37,0.67,854,1047,410,0.238,0.358,0.477,0.121,0.090,0.062,46.630,23.783,27890,28215,28052,108,8426,,,,,,,,,0.14,0.11,0.07,,关,关,0,无公差
0.07,0.215,0.430,408,729,81,0.02,11,0.54,,-20.858,0.45,0.63,408,729,81,0.477,0.358,0.358,0.097,0.079,0.066,45.295,30.573,27861,28222,28096,108,9029,,,,,,,,,0.11,0.11,0.09,,关,关,0,无公差
0.07,0.267,0.533,592,447,423,0.02,12,0.57,,-4.073,0.26,0.63,591,446,423,0.477,0.358,0.238,0.118,0.091,0.053,44.284,19.888,27945,28238,28095,108,3622,,,,,,,,,0.06,0.09,0.14,,关,关,0,无公差
0.07,0.273,0.546,902,952,418,0.03,15,0.65,,0.323,0.30,0.64,901,952,418,0.477,0.358,0.358,0.136,0.071,0.067,49.671,24.576,27898,28241,28135,108,3479,,,,,,,,,0.09,0.11,0.13,,关,关,0,无公差
0.07,0.268,0.536,1086,922,422,0.03,16,0.68,,-0.890,0.34,0.64,1087,922,423,0.477,0.358,0.358,0.117,0.103,0.063,43.620,23.463,27798,28241,28059,108,851,,,,,,,,,0.09,0.11,0.14,,关,关,0,无公差
0.07,0.203,0.405,1101,804,399,0.02,10,0.48,,0.124,0.49,0.66,1101,803,399,0.477,0.238,0.358,0.092,0.075,0.064,45.314,31.531,27865,28204,28052,108,10674,,,,,,,,,0.07,0.11,0.11,,关,关,0,无公差
0.07,0.273,0.546,330,622,64,0.03,20,0.74,,-10.668,0.40,0.69,331,621,63,0.477,0.358,0.358,0.118,0.099,0.073,43.276,26.752,27884,28221,28035,108,6797,,,,,,,,,0.10,0.16,0.11,,关,关,0,无公差
0.07,0.246,0.492,650,630,62,0.02,10,0.48,,-33.508,0.27,0.66,650,629,62,0.477,0.477,0.119,0.126,0.094,0.030,51.163,12.127,27926,28249,28128,108,6775,,,,,,,,,0.06,0.06,0.20,,关,关,0,无公差
0.07,0.706,1.413,808,732,421,0.29,170,3.92,,-23.262,0.20,0.54,809,735,420,1.192,1.312,0.715,0.314,0.199,0.138,44.385,19.540,26777,28230,27807,359,9489,,,,,,,,,0.57,0.63,0.82,,关,关,0,无公差
0.07,0.667,1.333,901,356,422,0.07,40,1.71,,-0.355,0.05,0.47,904,355,421,1.192,0.596,0.477,0.349,0.087,0.083,52.413,12.427,27670,28244,28048,108,2118,,,,,,,,,0.18,0.31,0.31,,关,关,0,无公差
0.07,0.342,0.685,991,1179,102,0.04,25,0.94,,-0.477,0.25,0.63,991,1179,102,0.715,0.417,0.477,0.164,0.089,0.070,47.876,20.512,27800,28220,28077,108,12305,,,,,,,,,0.14,0.21,0.19,,关,关,0,无公差
0.07,0.267,0.533,877,846,422,0.03,18,0.74,,-9.787,0.38,0.64,877,847,423,0.477,0.477,0.358,0.116,0.087,0.075,43.371,28.114,27837,28224,28091,108,11966,,,,,,,,,0.13,0.16,0.17,,关,关,0,无公差
0.07,0.368,0.735,718,480,422,0.03,19,0.82,,-9.714,0.15,0.59,716,480,423,0.715,0.477,0.238,0.156,0.096,0.061,42.460,16.463,27871,28247,28093,108,4185,,,,,,,,,0.10,0.13,0.18,,关,关,0,无公差
0.07,0.273,0.546,1024,799,418,0.02,11,0.54,,-1.705,0.22,0.63,1024,799,417,0.477,0.358,0.238,0.145,0.065,0.056,52.943,20.656,27917,28194,28097,108,10789,,,,,,,,,0.07,0.10,0.10,,关,关,0,无公差
0.07,0.327,0.653,1130,987,422,0.03,18,0.74,,-0.719,0.21,0.64,1130,987,423,0.715,0.358,0.238,0.156,0.088,0.057,47.785,17.330,27786,28224,28072,108,5421,,,,,,,,,0.07,0.14,0.21,,关,关,0,无公差
0.07,0.343,0.685,526,938,90,0.06,38,1.28,,-14.684,0.38,0.61,526,938,90,0.715,0.477,0.596,0.150,0.129,0.081,43.786,23.676,27783,28249,28099,108,12637,,,,,,,,,0.20,0.26,0.21,,关,关,0,无公差
0.07,0.253,0.506,662,497,418,0.03,16,0.65,,-11.735,0.40,0.67,663,496,417,0.238,0.358,0.477,0.115,0.094,0.064,45.593,25.169,27916,28249,28126,108,4709,,,,,,,,,0.14,0.10,0.09,,关,关,0,无公差
0.07,0.211,0.421,968,527,386,0.02,10,0.48,,0.743,0.43,0.66,968,527,387,0.238,0.358,0.358,0.094,0.081,0.058,44.700,27.701,27718,28073,27868,108,5267,,,,,,,,,0.10,0.07,0.07,,关,关,0,无公差
0.07,0.223,0.446,628,476,102,0.02,10,0.48,,-18.880,0.36,0.66,627,476,101,0.477,0.358,0.238,0.115,0.070,0.055,51.457,24.870,27959,28250,28106,107,3752,,,,,,,,,0.07,0.11,0.11,,关,关,0,无公差
0.07,0.277,0.553,661,462,422,0.04,22,0.80,,-7.677,0.42,0.68,660,462,422,0.477,0.358,0.358,0.129,0.095,0.074,46.512,26.619,27853,28251,28063,107,4171,,,,,,,,,0.11,0.13,0.16,,关,关,0,无公差
0.07,0.273,0.546,884,962,419,0.04,22,0.80,,0.272,0.44,0.68,884,962,420,0.477,0.358,0.358,0.130,0.093,0.079,47.569,28.921,27931,28250,28119,107,3507,,,,,,,,,0.10,0.16,0.14,,关,关,0,无公差
0.07,0.292,0.584,622,347,422,0.04,25,0.85,,-3.001,0.41,0.69,622,347,423,0.477,0.477,0.358,0.127,0.094,0.085,43.464,29.246,27857,28233,28100,107,2123,,,,,,,,,0.16,0.17,0.18,,关,关,0,无公差
0.07,0.228,0.457,602,488,65,0.03,17,0.65,,-19.651,0.58,0.70,602,488,65,0.477,0.358,0.358,0.097,0.087,0.084,42.593,36.618,27891,28248,28081,107,4248,,,,,,,,,0.11,0.11,0.14,,关,关,0,无公差
0.07,0.348,0.695,625,337,423,0.04,25,0.91,,-4.034,0.24,0.65,626,337,423,0.477,0.596,0.238,0.161,0.101,0.063,46.292,18.049,27875,28245,28120,107,2132,,,,,,,,,0.13,0.10,0.23,,关,关,0,无公差
0.07,0.223,0.446,605,748,72,0.02,11,0.51,,-36.670,0.40,0.66,605,748,72,0.477,0.238,0.358,0.112,0.074,0.055,50.020,24.800,27786,28158,28026,107,9650,,,,,,,,,0.07,0.13,0.11,,关,关,0,无公差
0.07,0.315,0.629,363,770,65,0.03,19,0.82,,-14.306,0.25,0.59,364,770,65,0.477,0.358,0.596,0.157,0.090,0.065,49.953,20.612,27785,28236,28134,107,9594,,,,,,,,,0.16,0.21,0.13,,关,关,0,无公差
0.07,1.058,2.116,426,800,62,0.14,83,2.84,,-20.339,0.03,0.46,426,800,62,2.146,0.835,0.358,0.518,0.133,0.074,48.998,7.004,27002,28234,27872,302,10253,,,,,,,,,0.21,0.44,0.78,,关,关,0,无公差
0.07,0.223,0.446,1048,943,383,0.02,11,0.51,,0.809,0.40,0.66,1048,943,382,0.238,0.358,0.358,0.109,0.071,0.063,48.664,28.228,27905,28244,28093,107,2936,,,,,,,,,0.10,0.07,0.09,,关,关,0,无公差
0.07,0.211,0.423,848,1076,336,0.02,13,0.54,,0.627,0.56,0.70,848,1076,336,0.477,0.298,0.238,0.095,0.086,0.065,45.010,30.867,27875,28237,28108,107,9551,,,,,,,,,0.07,0.11,0.12,,关,关,0,无公差
0.07,0.227,0.453,928,728,399,0.03,17,0.63,,-8.510,0.59,0.73,928,728,399,0.477,0.358,0.358,0.105,0.085,0.077,46.136,34.103,27948,28238,28107,107,9369,,,,,,,,,0.10,0.16,0.13,,关,关,0,无公差
0.07,0.253,0.506,996,595,410,0.03,16,0.63,,-1.121,0.40,0.70,996,595,411,0.238,0.358,0.477,0.122,0.089,0.061,48.085,24.231,27905,28220,28085,107,6636,,,,,,,,,0.14,0.10,0.07,,关,关,0,无公差
0.07,0.224,0.447,802,448,405,0.02,9,0.48,,-3.068,0.33,0.62,802,448,405,0.477,0.358,0.358,0.112,0.068,0.058,50.238,25.811,27920,28241,28163,107,3499,,,,,,,,,0.09,0.11,0.10,,关,关,0,无公差
0.07,0.273,0.546,1038,987,417,0.03,20,0.80,,-0.374,0.40,0.64,1037,987,416,0.477,0.358,0.477,0.127,0.087,0.077,46.303,28.255,27741,28118,27985,107,5302,,,,,,,,,0.13,0.13,0.14,,关,关,0,无公差
0.07,0.353,0.705,360,624,69,0.05,31,1.11,,-14.334,0.29,0.61,360,624,70,0.477,0.596,0.477,0.159,0.102,0.081,45.160,22.894,27917,28225,28077,107,6820,,,,,,,,,0.18,0.16,0.21,,关,关,0,无公差
0.07,0.321,0.642,1065,759,410,0.03,16,0.74,,0.376,0.20,0.59,1064,759,410,0.715,0.358,0.358,0.150,0.074,0.068,46.829,21.253,27906,28241,28095,107,10102,,,,,,,,,0.09,0.14,0.18,,关,关,0,无公差
0.07,1.989,3.978,908,1286,66,2.76,1630,20.79,,-1.029,0.08,0.46,911,1288,64,3.816,1.431,2.146,0.978,0.414,0.192,49.154,9.673,7927,28248,21084,5545,10406,,,,,,,,,2.16,5.60,2.56,,关,关,0,无公差
0.07,0.238,0.477,154,737,97,0.02,11,0.57,,0.571,0.33,0.60,154,737,96,0.477,0.358,0.477,0.098,0.078,0.067,41.262,28.285,27910,28239,28108,107,9070,,,,,,,,,0.10,0.14,0.09,,关,关,0,无公差
0.07,0.329,0.659,767,966,421,0.06,33,1.11,,-5.943,0.37,0.64,768,966,420,0.715,0.358,0.477,0.155,0.100,0.087,47.016,26.463,27829,28243,28117,106,3521,,,,,,,,,0.13,0.26,0.23,,关,关,0,无公差
0.07,0.238,0.477,328,614,73,0.01,7,0.43,,-10.251,0.21,0.59,327,614,73,0.477,0.238,0.358,0.109,0.070,0.051,45.841,21.354,27847,28167,28027,113,6204,,,,,,,,,0.06,0.09,0.07,,关,关,0,无公差
0.07,0.304,0.608,861,631,417,0.04,23,0.85,,-14.581,0.33,0.65,861,632,415,0.477,0.358,0.477,0.142,0.103,0.072,46.822,23.630,27813,28248,28114,106,7394,,,,,,,,,0.13,0.17,0.13,,关,关,0,无公差
0.07,0.327,0.653,946,797,394,0.05,32,1.05,,-4.942,0.37,0.66,945,797,394,0.477,0.477,0.596,0.146,0.120,0.077,44.646,23.724,27799,28178,28005,106,10647,,,,,,,,,0.23,0.24,0.18,,关,关,0,无公差
0.07,0.581,1.163,912,585,421,0.16,93,2.67,,-6.988,0.19,0.53,913,587,421,0.954,1.073,0.596,0.256,0.141,0.133,44.066,22.933,27654,28251,27984,180,6064,,,,,,,,,0.45,0.45,0.48,,关,关,0,无公差
0.07,0.327,0.653,520,822,86,0.04,23,0.85,,-26.659,0.27,0.65,520,821,86,0.477,0.358,0.596,0.141,0.084,0.081,43.277,24.704,27856,28217,28017,106,10994,,,,,,,,,0.17,0.20,0.13,,关,关,0,无公差
0.07,1.453,2.906,970,696,420,0.49,289,7.14,,-4.861,0.04,0.42,962,696,422,2.862,1.192,1.073,0.690,0.195,0.151,47.508,10.398,26479,28248,27821,374,8821,,,,,,,,,0.77,1.28,1.31,,关,关,0,无公差
0.07,0.327,0.653,963,840,418,0.03,17,0.77,,-2.537,0.20,0.59,963,841,417,0.477,0.596,0.477,0.144,0.085,0.070,44.195,21.320,27861,28246,28070,106,11368,,,,,,,,,0.14,0.14,0.18,,关,关,0,无公差
0.07,0.322,0.644,1023,935,421,0.05,29,1.05,,-0.965,0.35,0.62,1023,934,421,0.715,0.477,0.477,0.139,0.113,0.081,43.276,25.022,27887,28249,28123,106,756,,,,,,,,,0.17,0.20,0.18,,关,关,0,无公差
0.07,0.238,0.477,813,970,414,0.02,11,0.57,,-3.299,0.33,0.60,813,970,414,0.477,0.477,0.358,0.097,0.083,0.074,40.758,30.937,27935,28238,28086,106,3392,,,,,,,,,0.10,0.14,0.10,,关,关,0,无公差
0.07,0.277,0.554,839,1065,69,0.04,24,0.88,,0.435,0.46,0.65,839,1065,69,0.477,0.477,0.358,0.125,0.096,0.081,45.321,29.139,27869,28244,28031,106,7378,,,,,,,,,0.14,0.13,0.20,,关,关,0,无公差
0.07,0.268,0.537,788,671,401,0.03,20,0.77,,-24.215,0.42,0.66,788,670,401,0.477,0.477,0.358,0.114,0.108,0.066,42.552,24.680,27923,28250,28120,106,7995,,,,,,,,,0.14,0.13,0.18,,关,关,0,无公差
0.07,0.352,0.704,521,647,75,0.07,44,1.36,,-32.500,0.41,0.63,520,647,76,0.715,0.477,0.477,0.152,0.140,0.085,43.281,24.191,27846,28251,28093,106,6840,,,,,,,,,0.17,0.30,0.30,,关,关,0,无公差
0.07,0.273,0.546,1084,750,422,0.02,14,0.60,,0.138,0.28,0.67,1084,750,423,0.477,0.238,0.358,0.135,0.072,0.060,49.586,21.958,27827,28183,28016,106,10185,,,,,,,,,0.07,0.11,0.11,,关,关,0,无公差
0.07,0.280,0.560,859,690,420,0.05,27,0.85,,-16.806,0.50,0.73,859,690,420,0.477,0.358,0.477,0.120,0.097,0.094,42.706,33.521,27823,28244,28015,106,8845,,,,,,,,,0.16,0.18,0.17,,关,关,0,无公差
0.07,0.310,0.620,396,653,168,0.01,8,0.48,,-19.303,0.11,0.57,396,652,168,0.238,0.596,0.238,0.157,0.059,0.045,50.553,14.403,27969,28232,28150,109,7747,,,,,,,,,0.10,0.06,0.09,,关,关,0,无公差
0.07,0.353,0.705,880,598,394,0.03,16,0.80,,-10.536,0.15,0.55,880,598,395,0.477,0.358,0.596,0.193,0.077,0.059,54.653,16.644,27878,28206,28101,105,6546,,,,,,,,,0.14,0.16,0.10,,关,关,0,无公差
